1,1,2020-12-01,立春,st-01.png,立春，是二十四節氣中的第一個節氣，即太陽到達黃經 315° 之時，在西曆每年 2 月 3 日至 5 日之間，表示著春天之開始。從此日一直到立夏這段期間，都稱為春季。由於台灣氣候暖和，立春時，中南部地區一期水稻已進行插秧，北部地區則為休耕或播種。立春又象徵春天開始的意思，因此人們常根據立春之天氣，預期未來一年之收成。二十四節氣的「節」一般都在月初，而「氣」則在月中，立春日在正月初一的情形，很少遇到，因此被稱為「百年難逢歲朝春」。,2021-02-17 16:28:11,laohanj,2021-02-17 16:28:11,laohanj,通用節氣介紹，參考維基百科與農委會網站。
2,1,2020-12-01,雨水,st-02.png,雨水，是二十四節氣中第二個節氣，指太陽到達黃經330°時，在公曆每年2月18日-20日之間，表示雨水的增多。本節氣在中南部並未具實質意義，因為正常氣候下中南部地區均為晴天，而北部地區則因受東北季風影響，降雨機會較多，所謂「春雨綿綿」，正適合形容北部的天氣。雨水前後的民間節日，有正月十五為元宵節。元宵節又稱上元節或小過年，是整個春節活動最後的高潮。此日，家家戶戶備豐盛菜餚祭祀神明祖先，其隆重的程度與過年相同。,2021-02-17 16:28:11,laohanj,2021-02-17 16:28:11,laohanj,通用節氣介紹，參考維基百科與農委會網站。
3,1,2020-12-01,驚蟄,st-03.png,動物昆蟲自入冬以來即藏伏土中，不飲不食，稱為「蟄」；到了這時天氣轉暖，大地春雷，而「驚蟄」即上天以打雷方式驚醒蟄居動物的冬眠。這時中國大部分地區進入春耕季節。該節氣在歷史上原本被稱為「啟蟄」，《夏小正》曰：「正月啟蟄」，本意為蟄蟲開始活動。漢朝第六代皇帝漢景帝的諱為「啓」，為了避諱而將「啟」改為了當時發音不同但略近的「驚」字。在現在的漢字文化圈中，日本仍然使用「啟蟄」這個名稱。,2021-02-17 16:28:11,laohanj,2021-02-17 16:28:11,laohanj,通用節氣介紹，參考維基百科與農委會網站。
4,1,2020-12-01,春分,st-04.png,春分是二十四節氣之一，為春季九十天的中分點，公曆日期約略落於每年的3月21日前後（20日～22日）。太陽到達黃經0°（春分點）的日子，古時又稱為「日中」、「日夜分」、「仲春之月」。「春分日夜對分」，白晝時間漸漸增長，農家子弟必須早起下田操作。春分時節氣候變化大，氣溫不穩定，因此人或作物極易於此時生病或感染病蟲害，如果下雨，人們才會注意到天氣的變化，增減衣物不至於生病，也會進行病蟲害防治，作物則生育良好。,2021-02-17 16:28:11,laohanj,2021-02-17 16:28:11,laohanj,通用節氣介紹，參考維基百科與農委會網站。
5,1,2020-12-01,清明,st-05.png,清明，是漢字文化圈傳統節日、農曆二十四節氣之一，也是漢族四大傳統節日。另外，就祭祖而言，除、清、盂、九四節也是中華傳統節日裏的「祭祖四大節」，每年陽曆4月4日或5日太陽到達黃經15°時開始，《歲時百問》中說：「萬物生長此時，皆清潔而明淨，故謂之清明。」《曆書》：「春分後十五日，斗指丁，為清明，時萬物皆潔齊而清明，蓋時當氣清景明，萬物皆顯，因此得名。」由於清明節是根據節氣而定的，故清明是少數與西曆大致吻合的中國傳統節日。,2021-02-17 16:28:11,laohanj,2021-02-17 16:28:11,laohanj,通用節氣介紹，參考維基百科與農委會網站。
6,1,2020-12-01,穀雨,st-06.png,穀雨，是二十四節氣中的第六個節氣，每年的農曆三月中，即陽曆4月19—21日，太陽到達黃經30度時。此節氣時天氣溫和，雨水明顯增多，對穀類作物的生長發育幫助很大。穀雨是春季的最後一個節氣，也是唯一將物候、時令與稼穡農事緊密對應的一個節氣。此時為水稻幼穗形成期，田區需水量較多，穀雨象徵著農民佈穀後望雨之心。「清明田，穀雨豆」，清明時插秧要結束，穀雨時，豆類要播種結束台灣北部地區的水稻業已插畢，南部的一期水稻則已抽穗開花。,2021-02-17 16:28:11,laohanj,2021-02-17 16:28:11,laohanj,通用節氣介紹，參考維基百科與農委會網站。
7,1,2020-12-01,立夏,st-07.png,立夏，是二十四節氣之一，標誌著夏天的到來，一般約在每年的5月5-7日之間，太陽位於黃經45°。與立春、立秋、立冬一樣，是標誌四季開始的日子。立夏之時太陽到達黃經45度，是夏天開始的時刻。夏季開始，早植稻已將進入抽穗期，病蟲害也開始活動侵染了。有關的農諺有：「初一落雨有花結無仔，初二落雨有穀做無米」，這天若下雨，以後雨水會多，但水稻易倒伏，開花無法授粉，收成會不好。,2021-02-17 16:28:11,laohanj,2021-02-17 16:28:11,laohanj,通用節氣介紹，參考維基百科與農委會網站。
8,1,2020-12-01,小滿,st-08.png,小滿，是二十四節氣之一，每年5月20-22日之間，太陽到達黃經60°時開始。《月令七十二候集解》：「四月中，小滿者，物至於此小得盈滿。」小滿——其含義是夏熟作物的籽粒開始灌漿飽滿，但還未成熟，只是小滿，還未大滿。農家，從莊稼的小滿里憧憬著夏收的殷實。這時北方夏熟作物子粒逐漸飽滿，早稻開始結穗，在禾稻上始見小粒的穀實、滿滿的，南方進入夏收夏種季節。台灣中南部地區水稻已屆抽穗末期，進入乳熟，黃熟期，小滿亦象徵著稻穀行將結實之意。,2021-02-17 16:28:11,laohanj,2021-02-17 16:28:11,laohanj,通用節氣介紹，參考維基百科與農委會網站。
9,1,2020-12-01,芒種,st-09.png,芒種，是二十四節氣之一，落在6月6日前後（5日－7日）。芒種一詞之意，是黃河流域地區在此時稻子已結實成「種」，而結實的稻子榖粒上長出了細芒。芒種也是農作物種植時間的分界點。風雨調順，則稻穀成穗，農民額手稱慶。此時天氣已熱，令人昏沈，有諺「有好食，就懶去」，形容人們懶得活動，即使美食當前，也不為所動。「芒種逢雷美亦然，端陽有雨是豐年」，則是指芒種的雨水是豐收的預兆。,2021-02-17 16:28:11,laohanj,2021-02-17 16:28:11,laohanj,通用節氣介紹，參考維基百科與農委會網站。
10,1,2020-12-01,夏至,st-10.png,夏至，是二十四節氣之一。每年6月21日前後（20日～22日），太陽到達黃經90°時開始。是最早被確定的一個節氣。西元前7世紀，古人用土圭量日影，夏至這一天日影最短，因此把這一天稱作「夏至」。夏至日太陽幾乎直射北回歸線，北半球白晝最長。此日過後，陽光直射位置向南移動，北半球白晝逐漸減短，日出、日落的方位也開始往南移動。「夏至風颱就出世」，表示颱風季節即將來臨。夏至時，一般狀況梅雨已結束，而颱風的旺季也緊跟著來臨。,2021-02-17 16:28:11,laohanj,2021-02-17 16:28:11,laohanj,通用節氣介紹，參考維基百科與農委會網站。
